JURISDICTION NAME,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,PERCENT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL
41216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41218,111,97,0.87,14,0.13,0,0,111,100,0,0,1,0.01,0,0,3,0.03,95,0.86,6,0.05,6,0.05,0,0,111,100,8,0.07,102,0.92,1,0.01,0,0,111,100,51,0.46,60,0.54,0,0,111,100
41219,214,182,0.85,32,0.15,0,0,214,100,0,0,1,0,0,0,1,0,205,0.96,0,0,6,0.03,1,0,214,99,2,0.01,212,0.99,0,0,0,0,214,100,112,0.52,102,0.48,0,0,214,100
41220,8,1,0.13,7,0.88,0,0,8,100,0,0,0,0,0,0,1,0.13,6,0.75,0,0,1,0.13,0,0,8,100,0,0,8,1,0,0,0,0,8,100,5,0.63,3,0.38,0,0,8,100
41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41223,109,53,0.49,56,0.51,0,0,109,100,0,0,1,0.01,0,0,7,0.06,95,0.87,1,0.01,5,0.05,0,0,109,100,6,0.06,102,0.94,1,0.01,0,0,109,100,20,0.18,89,0.82,0,0,109,100
41224,93,53,0.57,40,0.43,0,0,93,100,0,0,14,0.15,0,0,7,0.08,4,0.04,60,0.65,8,0.09,0,0,93,100,6,0.06,86,0.92,1,0.01,0,0,93,99,28,0.3,65,0.7,0,0,93,100
41225,52,52,1,0,0,0,0,52,100,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,52,100,0,0,52,1,0,0,0,0,52,100,22,0.42,30,0.58,0,0,52,100
41226,10,7,0.7,3,0.3,0,0,10,100,0,0,6,0.6,0,0,0,0,0,0,4,0.4,0,0,0,0,10,100,0,0,10,1,0,0,0,0,10,100,4,0.4,6,0.6,0,0,10,100
41228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41229,52,32,0.62,20,0.38,0,0,52,100,0,0,2,0.04,0,0,5,0.1,39,0.75,2,0.04,3,0.06,1,0.02,52,100,3,0.06,49,0.94,0,0,0,0,52,100,5,0.1,47,0.9,0,0,52,100
41230,248,194,0.78,54,0.22,0,0,248,100,0,0,1,0,0,0,7,0.03,216,0.87,2,0.01,17,0.07,5,0.02,248,100,3,0.01,245,0.99,0,0,0,0,248,100,42,0.17,206,0.83,0,0,248,100
41231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41233,14,6,0.43,8,0.57,0,0,14,100,0,0,0,0,0,0,0,0,4,0.29,9,0.64,1,0.07,0,0,14,100,0,0,14,1,0,0,0,0,14,100,5,0.36,9,0.64,0,0,14,100
41234,59,29,0.49,30,0.51,0,0,59,100,0,0,8,0.14,0,0,0,0,37,0.63,10,0.17,4,0.07,0,0,59,100,1,0.02,58,0.98,0,0,0,0,59,100,2,0.03,57,0.97,0,0,59,100
41235,50,17,0.34,33,0.66,0,0,50,100,0,0,7,0.14,0,0,4,0.08,36,0.72,2,0.04,1,0.02,0,0,50,100,1,0.02,48,0.96,1,0.02,0,0,50,100,4,0.08,46,0.92,0,0,50,100
41236,7,3,0.43,4,0.57,0,0,7,100,0,0,0,0,0,0,0,0,1,0.14,5,0.71,0,0,1,0.14,7,99,2,0.29,5,0.71,0,0,0,0,7,100,0,0,7,1,0,0,7,100
41237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41354,2,1,0.5,1,0.5,0,0,2,100,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,2,100,2,1,0,0,0,0,0,0,2,100,0,0,2,1,0,0,2,100
41355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41368,5,4,0.8,1,0.2,0,0,5,100,0,0,3,0.6,0,0,1,0.2,1,0.2,0,0,0,0,0,0,5,100,1,0.2,4,0.8,0,0,0,0,5,100,0,0,5,1,0,0,5,100
41369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41372,2,1,0.5,1,0.5,0,0,2,100,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,1,0.5,1,0.5,0,0,2,100
41373,3,3,1,0,0,0,0,3,100,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,100,0,0,3,1,0,0,0,0,3,100,1,0.33,2,0.67,0,0,3,100
41374,2,0,0,2,1,0,0,2,100,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,0,0,2,1,0,0,2,100
41375,5,2,0.4,3,0.6,0,0,5,100,0,0,2,0.4,0,0,0,0,0,0,3,0.6,0,0,0,0,5,100,0,0,5,1,0,0,0,0,5,100,1,0.2,4,0.8,0,0,5,100
41377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41415,11,6,0.55,5,0.45,0,0,11,100,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,11,100,1,0.09,10,0.91,0,0,0,0,11,100,5,0.45,6,0.55,0,0,11,100
41416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41418,4,2,0.5,2,0.5,0,0,4,100,0,0,1,0.25,0,0,0,0,0,0,1,0.25,1,0.25,1,0.25,4,100,0,0,4,1,0,0,0,0,4,100,1,0.25,3,0.75,0,0,4,100
41419,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
41420,2,1,0.5,1,0.5,0,0,2,100,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,2,100,0,0,2,1,0,0,0,0,2,100,2,1,0,0,0,0,2,100
41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41427,2,0,0,2,1,0,0,2,100,0,0,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,2,100,1,0.5,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,2,100
41428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41432,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,0,0,2,1,0,0,2,100
41433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41434,4,1,0.25,3,0.75,0,0,4,100,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,100,1,0.25,3,0.75,0,0,0,0,4,100,0,0,4,1,0,0,4,100
41435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41510,28,6,0.21,22,0.79,0,0,28,100,0,0,6,0.21,0,0,1,0.04,18,0.64,2,0.07,1,0.04,0,0,28,100,1,0.04,27,0.96,0,0,0,0,28,100,1,0.04,27,0.96,0,0,28,100
41548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41691,37,12,0.32,25,0.68,0,0,37,100,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,37,100,0,0,37,1,0,0,0,0,37,100,3,0.08,34,0.92,0,0,37,100
41692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41798,5,3,0.6,2,0.4,0,0,5,100,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,100,0,0,5,1,0,0,0,0,5,100,0,0,5,1,0,0,5,100
41968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42423,21,1,0.05,20,0.95,0,0,21,100,0,0,0,0,0,0,0,0,19,0.9,0,0,1,0.05,1,0.05,21,100,0,0,21,1,0,0,0,0,21,100,5,0.24,16,0.76,0,0,21,100
42428,124,74,0.6,50,0.4,0,0,124,100,2,0.02,1,0.01,0,0,0,0,117,0.94,0,0,4,0.03,0,0,124,100,0,0,124,1,0,0,0,0,124,100,71,0.57,53,0.43,0,0,124,100
42435,55,5,0.09,50,0.91,0,0,55,100,0,0,0,0,0,0,0,0,50,0.91,0,0,5,0.09,0,0,55,100,0,0,55,1,0,0,0,0,55,100,19,0.35,36,0.65,0,0,55,100
42458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42466,44,44,1,0,0,0,0,44,100,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,44,100,0,0,44,1,0,0,0,0,44,100,35,0.8,9,0.2,0,0,44,100
42473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42528,52,2,0.04,50,0.96,0,0,52,100,0,0,0,0,0,0,0,0,46,0.88,0,0,6,0.12,0,0,52,100,1,0.02,51,0.98,0,0,0,0,52,100,21,0.4,31,0.6,0,0,52,100
42701,87,49,0.56,38,0.44,0,0,87,100,0,0,0,0,0,0,0,0,83,0.95,0,0,2,0.02,2,0.02,87,99,0,0,87,1,0,0,0,0,87,100,18,0.21,69,0.79,0,0,87,100
42733,13,6,0.46,7,0.54,0,0,13,100,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,13,100,0,0,13,1,0,0,0,0,13,100,2,0.15,11,0.85,0,0,13,100
42734,252,170,0.67,82,0.33,0,0,252,100,0,0,0,0,0,0,0,0,243,0.96,0,0,4,0.02,5,0.02,252,100,0,0,252,1,0,0,0,0,252,100,61,0.24,191,0.76,0,0,252,100
42737,35,34,0.97,1,0.03,0,0,35,100,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,35,100,2,0.06,33,0.94,0,0,0,0,35,100,20,0.57,15,0.43,0,0,35,100
42750,37,36,0.97,1,0.03,0,0,37,100,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,37,100,0,0,37,1,0,0,0,0,37,100,21,0.57,16,0.43,0,0,37,100
42751,7,2,0.29,5,0.71,0,0,7,100,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,7,100,0,0,7,1,0,0,0,0,7,100,2,0.29,5,0.71,0,0,7,100
42754,134,64,0.48,70,0.52,0,0,134,100,2,0.01,0,0,0,0,0,0,127,0.95,0,0,4,0.03,1,0.01,134,100,1,0.01,133,0.99,0,0,0,0,134,100,27,0.2,107,0.8,0,0,134,100
42758,82,50,0.61,32,0.39,0,0,82,100,0,0,0,0,0,0,0,0,76,0.93,0,0,6,0.07,0,0,82,100,0,0,82,1,0,0,0,0,82,100,24,0.29,58,0.71,0,0,82,100
42759,11,0,0,11,1,0,0,11,100,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,11,100,0,0,11,1,0,0,0,0,11,100,8,0.73,3,0.27,0,0,11,100
42763,11,11,1,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,11,100,0,0,11,1,0,0,0,0,11,100,8,0.73,3,0.27,0,0,11,100
42764,64,61,0.95,3,0.05,0,0,64,100,0,0,0,0,0,0,0,0,62,0.97,0,0,2,0.03,0,0,64,100,0,0,64,1,0,0,0,0,64,100,5,0.08,59,0.92,0,0,64,100
42768,63,1,0.02,62,0.98,0,0,63,100,0,0,0,0,0,0,0,0,61,0.97,0,0,1,0.02,1,0.02,63,100,0,0,63,1,0,0,0,0,63,100,23,0.37,40,0.63,0,0,63,100
42779,242,183,0.76,59,0.24,0,0,242,100,0,0,0,0,0,0,0,0,239,0.99,0,0,3,0.01,0,0,242,100,1,0,241,1,0,0,0,0,242,100,155,0.64,87,0.36,0,0,242,100
42783,201,66,0.33,135,0.67,0,0,201,100,0,0,0,0,2,0.01,0,0,195,0.97,0,0,3,0.01,1,0,201,99,4,0.02,197,0.98,0,0,0,0,201,100,77,0.38,124,0.62,0,0,201,100
42786,4,3,0.75,1,0.25,0,0,4,100,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,100,0,0,4,1,0,0,0,0,4,100,1,0.25,3,0.75,0,0,4,100
42788,83,39,0.47,44,0.53,0,0,83,100,0,0,0,0,0,0,0,0,81,0.98,0,0,2,0.02,0,0,83,100,0,0,83,1,0,0,0,0,83,100,35,0.42,48,0.58,0,0,83,100
42789,272,115,0.42,157,0.58,0,0,272,100,0,0,0,0,0,0,0,0,262,0.96,0,0,6,0.02,4,0.01,272,99,1,0,271,1,0,0,0,0,272,100,70,0.26,202,0.74,0,0,272,100
43731,17,2,0.12,15,0.88,0,0,17,100,0,0,0,0,0,0,0,0,15,0.88,0,0,2,0.12,0,0,17,100,0,0,17,1,0,0,0,0,17,100,7,0.41,10,0.59,0,0,17,100
46091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,44,22,0.5,22,0.5,0,0,44,100,0,0,16,0.36,0,0,3,0.07,1,0.02,21,0.48,3,0.07,0,0,44,100,2,0.05,42,0.95,0,0,0,0,44,100,20,0.45,24,0.55,0,0,44,100
50002,35,19,0.54,16,0.46,0,0,35,100,0,0,1,0.03,0,0,28,0.8,6,0.17,0,0,0,0,0,0,35,100,2,0.06,33,0.94,0,0,0,0,35,100,2,0.06,33,0.94,0,0,35,100
50003,1,1,1,0,0,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,1,0.5,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,2,100
50006,6,2,0.33,4,0.67,0,0,6,100,0,0,2,0.33,0,0,0,0,1,0.17,3,0.5,0,0,0,0,6,100,0,0,6,1,0,0,0,0,6,100,0,0,6,1,0,0,6,100
50007,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,1,1,0,0,0,0,1,100
50009,2,0,0,2,1,0,0,2,100,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,0,0,2,1,0,0,2,100
50010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,3,2,0.67,1,0.33,0,0,3,100,0,0,1,0.33,0,0,0,0,0,0,1,0.33,1,0.33,0,0,3,99,0,0,3,1,0,0,0,0,3,100,0,0,3,1,0,0,3,100
50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,8,1,0.13,7,0.88,0,0,8,100,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,100,0,0,8,1,0,0,0,0,8,100,1,0.13,7,0.88,0,0,8,100
50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50016,17,12,0.71,5,0.29,0,0,17,100,0,0,9,0.53,0,0,0,0,0,0,8,0.47,0,0,0,0,17,100,0,0,17,1,0,0,0,0,17,100,9,0.53,8,0.47,0,0,17,100
